idx,Action
37925,Sliding Two Fingers Down
68491,Sliding Two Fingers Down
24392,Stop Sign
41231,Swiping Right
91537,No gesture
86416,Swiping Left
40008,Turning Hand Clockwise
98279,Swiping Right
82369,Swiping Left
51595,Sliding Two Fingers Up
72785,Turning Hand Clockwise
123049,Doing other things
3137,Sliding Two Fingers Down
6945,Swiping Left
120553,Doing other things
101492,Swiping Left
113674,Thumb Up
18041,Doing other things
29780,Swiping Left
89584,Sliding Two Fingers Up
72425,Thumb Up
97162,Swiping Left
85405,No gesture
144419,Stop Sign
16851,No gesture
32438,Sliding Two Fingers Up
40380,Turning Hand Clockwise
5840,No gesture
140311,Thumb Up
116835,Turning Hand Clockwise
72023,Swiping Left
47781,Swiping Left
144905,Thumb Up
115286,Swiping Left
62402,Sliding Two Fingers Down
18171,Sliding Two Fingers Up
116818,Stop Sign
99889,Turning Hand Clockwise
13444,Turning Hand Clockwise
65821,No gesture
124100,Doing other things
129553,Doing other things
44173,No gesture
105367,Stop Sign
65754,Stop Sign
147071,Thumb Up
59234,Turning Hand Clockwise
106583,No gesture
35923,Stop Sign
127348,Swiping Left
6369,Swiping Left
52971,Turning Hand Clockwise
133364,Turning Hand Clockwise
8896,Thumb Up
106173,No gesture
109564,Turning Hand Clockwise
26747,Sliding Two Fingers Down
99862,Doing other things
144124,Swiping Left
31005,Swiping Left
39468,Turning Hand Clockwise
99006,Sliding Two Fingers Down
102247,Doing other things
42096,Doing other things
108947,Doing other things
36309,Stop Sign
90281,Sliding Two Fingers Down
146049,Swiping Right
112075,Turning Hand Clockwise
60138,Sliding Two Fingers Down
59414,No gesture
85702,Doing other things
119318,Doing other things
136592,Sliding Two Fingers Down
26873,Swiping Left
31339,Swiping Right
62281,Sliding Two Fingers Down
33947,Sliding Two Fingers Up
21883,Doing other things
38760,Turning Hand Clockwise
138215,Stop Sign
31086,Doing other things
98311,No gesture
97405,Swiping Left
37403,Swiping Left
25946,Doing other things
47806,Stop Sign
107975,Doing other things
11774,Swiping Right
126310,Doing other things
26510,Sliding Two Fingers Down
128363,No gesture
45076,Stop Sign
121860,Doing other things
114269,Sliding Two Fingers Down
147254,Sliding Two Fingers Up
70404,Stop Sign
32473,Stop Sign
55180,Stop Sign
132120,Turning Hand Clockwise
94186,Swiping Right
15090,Doing other things
96933,Doing other things
15602,Thumb Up
92642,Thumb Up
7236,Thumb Up
45927,Sliding Two Fingers Down
143409,Sliding Two Fingers Up
58338,Doing other things
52429,Swiping Left
84785,Stop Sign
28413,Sliding Two Fingers Up
11079,Sliding Two Fingers Up
35990,No gesture
139858,Sliding Two Fingers Down
109550,Swiping Left
114958,Doing other things
100877,Swiping Right
1157,Thumb Up
81870,Doing other things
87186,Swiping Left
57269,Doing other things
64307,Sliding Two Fingers Up
126633,Doing other things
121303,Swiping Right
124145,Sliding Two Fingers Up
142715,Swiping Right
131721,Stop Sign
49987,Thumb Up
119369,No gesture
116975,Swiping Right
28146,Swiping Right
9551,Doing other things
6472,Sliding Two Fingers Down
58506,Doing other things
33394,Sliding Two Fingers Up
49560,Thumb Up
123075,Stop Sign
132734,Sliding Two Fingers Up
84323,Doing other things
116071,Stop Sign
23593,Sliding Two Fingers Down
99821,Sliding Two Fingers Down
128016,Swiping Left
5670,Swiping Right
130264,Sliding Two Fingers Down
139586,Doing other things
141539,Swiping Left
45262,Doing other things
106278,Doing other things
6848,Turning Hand Clockwise
88390,Doing other things
123914,Swiping Right
31892,No gesture
70601,Doing other things
50915,Stop Sign
78802,Turning Hand Clockwise
17073,Turning Hand Clockwise
11123,Doing other things
110005,Swiping Right
105989,Sliding Two Fingers Down
50676,Doing other things
27393,Doing other things
90776,No gesture
77324,Turning Hand Clockwise
31159,Swiping Right
109206,Doing other things
18185,Stop Sign
138222,Sliding Two Fingers Down
124014,No gesture
35254,Swiping Right
89283,Sliding Two Fingers Up
45495,Turning Hand Clockwise
45898,No gesture
143367,Sliding Two Fingers Down
119695,Sliding Two Fingers Down
86081,Sliding Two Fingers Up
80448,Sliding Two Fingers Up
138191,Swiping Right
129565,Stop Sign
72026,Turning Hand Clockwise
3714,Stop Sign
29111,No gesture
97253,No gesture
84283,Sliding Two Fingers Up
98439,Doing other things
6233,Swiping Left
123172,Swiping Left
27707,Sliding Two Fingers Down
51013,Swiping Right
62938,Swiping Right
42128,Sliding Two Fingers Down
131992,Turning Hand Clockwise
99116,Doing other things
25048,Stop Sign
19577,No gesture
23498,Swiping Right
84420,Doing other things
124963,Sliding Two Fingers Down
63121,No gesture
128652,Doing other things
84336,Sliding Two Fingers Down
90720,Stop Sign
101329,Doing other things
53861,Swiping Right
47674,Swiping Right
63737,Doing other things
146196,No gesture
42185,Sliding Two Fingers Up
129486,Doing other things
139796,Sliding Two Fingers Up
97252,Stop Sign
63129,Stop Sign
55069,Sliding Two Fingers Down
59903,Sliding Two Fingers Up
118497,Sliding Two Fingers Down
11015,Swiping Left
92843,Stop Sign
27153,Sliding Two Fingers Down
141227,Thumb Up
137298,Swiping Left
36062,Swiping Left
130065,Doing other things
138767,Swiping Right
100378,Sliding Two Fingers Down
58774,Thumb Up
125017,Doing other things
110610,Stop Sign
116744,Stop Sign
4469,No gesture
83889,Swiping Left
93162,Doing other things
87318,Swiping Right
17365,Doing other things
103945,Swiping Left
59240,Sliding Two Fingers Up
2654,Thumb Up
143179,No gesture
77697,Doing other things
1367,Stop Sign
57600,Sliding Two Fingers Up
7951,Turning Hand Clockwise
110868,Thumb Up
134287,Thumb Up
117928,Swiping Left
32706,Sliding Two Fingers Up
68982,Doing other things
116193,Doing other things
134914,Doing other things
25387,Doing other things
53341,Swiping Right
6708,Swiping Left
43726,Doing other things
101385,Sliding Two Fingers Down
147402,No gesture
52811,Sliding Two Fingers Up
4355,Doing other things
11376,Swiping Left
127909,Doing other things
20301,Sliding Two Fingers Up
124600,Sliding Two Fingers Down
69640,Turning Hand Clockwise
13991,Doing other things
34637,Doing other things
136457,Swiping Left
82080,Stop Sign
86701,Sliding Two Fingers Up
63418,No gesture
25456,Sliding Two Fingers Up
113863,Doing other things
20097,Turning Hand Clockwise
105262,Sliding Two Fingers Up
128032,Thumb Up
140362,Sliding Two Fingers Down
115490,Doing other things
146173,No gesture
66697,Swiping Left
9901,No gesture
52087,Turning Hand Clockwise
31398,Turning Hand Clockwise
139258,Sliding Two Fingers Down
111080,Sliding Two Fingers Up
120759,Sliding Two Fingers Down
129864,Thumb Up
24213,Turning Hand Clockwise
110104,Sliding Two Fingers Down
75349,Stop Sign
120220,Sliding Two Fingers Down
17629,Swiping Left
94502,Sliding Two Fingers Down
114518,Thumb Up
53347,Doing other things
55881,Sliding Two Fingers Down
90665,Doing other things
28240,No gesture
40338,Doing other things
5957,Doing other things
8489,Thumb Up
13243,No gesture
106538,Doing other things
22418,Sliding Two Fingers Up
51624,Turning Hand Clockwise
36592,No gesture
146065,Sliding Two Fingers Down
72389,Doing other things
25444,Doing other things
131017,Doing other things
4213,Doing other things
80136,Stop Sign
125700,Swiping Right
139091,Thumb Up
18028,Turning Hand Clockwise
126292,Thumb Up
15284,Doing other things
132469,Doing other things
120263,No gesture
116518,No gesture
9919,Doing other things
27789,No gesture
94261,Swiping Right
119678,Sliding Two Fingers Up
85171,No gesture
41220,Sliding Two Fingers Down
41467,Doing other things
67045,Sliding Two Fingers Down
87748,Thumb Up
88320,Swiping Right
35054,Turning Hand Clockwise
114962,Swiping Left
73681,Swiping Left
78201,Doing other things
79907,Doing other things
54422,No gesture
147215,Doing other things
61796,Swiping Left
94104,Swiping Left
121961,Doing other things
35123,Sliding Two Fingers Up
20159,Sliding Two Fingers Down
9728,Swiping Left
43170,Thumb Up
13220,Thumb Up
25368,Sliding Two Fingers Down
77203,Swiping Right
15187,Doing other things
27825,Doing other things
32806,Sliding Two Fingers Up
116921,Doing other things
90498,Swiping Right
124829,Stop Sign
104887,Doing other things
52907,Turning Hand Clockwise
119319,Stop Sign
133438,Swiping Left
124452,Stop Sign
91221,No gesture
3802,Sliding Two Fingers Down
6958,No gesture
74135,Stop Sign
94917,Swiping Left
118733,Turning Hand Clockwise
87410,Sliding Two Fingers Up
71435,Swiping Right
66159,Doing other things
35725,No gesture
130498,Stop Sign
7124,No gesture
75184,Doing other things
20606,Turning Hand Clockwise
28652,Sliding Two Fingers Up
25904,Doing other things
91844,Turning Hand Clockwise
60356,Thumb Up
63079,Swiping Left
97391,Swiping Right
117000,Doing other things
131590,Doing other things
28089,Thumb Up
23352,Turning Hand Clockwise
16101,No gesture
129228,Stop Sign
123043,Swiping Left
60302,Doing other things
83750,Doing other things
136742,No gesture
115191,Swiping Right
119492,Thumb Up
11787,No gesture
40029,Doing other things
59298,No gesture
128005,No gesture
88624,Thumb Up
91367,Doing other things
4979,Swiping Right
64578,Doing other things
112200,Stop Sign
118437,Stop Sign
95764,Doing other things
25927,Turning Hand Clockwise
11454,Doing other things
126734,Doing other things
58621,Doing other things
55239,Swiping Left
98998,Sliding Two Fingers Up
136219,Turning Hand Clockwise
68778,Turning Hand Clockwise
118492,Swiping Left
21624,No gesture
14590,Stop Sign
41437,Swiping Right
38499,Sliding Two Fingers Down
14147,No gesture
14684,Doing other things
80008,No gesture
76738,Swiping Left
79967,Stop Sign
94126,Sliding Two Fingers Up
11872,Swiping Left
96979,Thumb Up
143980,Thumb Up
144128,Sliding Two Fingers Down
78031,No gesture
141115,Doing other things
40103,Turning Hand Clockwise
74408,Sliding Two Fingers Up
16249,Stop Sign
32357,Swiping Right
90879,Doing other things
50169,Doing other things
35847,Swiping Right
63776,Swiping Right
48561,No gesture
134220,Thumb Up
126123,Thumb Up
5121,Thumb Up
22658,Stop Sign
13593,Sliding Two Fingers Up
137166,Thumb Up
123734,Doing other things
16049,Doing other things
141949,Sliding Two Fingers Down
8892,Swiping Right
40962,Thumb Up
137604,Swiping Right
54376,Doing other things
8165,Thumb Up
95716,Stop Sign
67066,No gesture
17176,Doing other things
58836,Turning Hand Clockwise
124010,Doing other things
1969,Thumb Up
123808,Doing other things
39716,Sliding Two Fingers Up
43071,Stop Sign
97182,Sliding Two Fingers Down
118820,Stop Sign
77042,Swiping Left
124079,Doing other things
133434,Doing other things
110995,Sliding Two Fingers Up
103329,Thumb Up
49467,No gesture
87158,Sliding Two Fingers Down
128444,Doing other things
57186,Swiping Left
80618,Stop Sign
144889,Swiping Left
80746,Doing other things
65068,No gesture
71129,Stop Sign
45879,Swiping Right
91331,Thumb Up
52586,Sliding Two Fingers Up
28034,Doing other things
111037,Doing other things
21691,Swiping Left
18432,Turning Hand Clockwise
22619,No gesture
85761,Doing other things
26328,Swiping Left
2487,Swiping Right
72071,Doing other things
116288,Doing other things
145504,Swiping Left
141313,Turning Hand Clockwise
37010,Sliding Two Fingers Down
12413,Doing other things
56146,Stop Sign
74886,Sliding Two Fingers Down
118593,Doing other things
74498,Doing other things
54803,Doing other things
108952,Swiping Right
56905,Doing other things
89438,Doing other things
129856,Swiping Right
75159,Sliding Two Fingers Up
86361,Sliding Two Fingers Up
17648,Swiping Right
126733,Stop Sign
52074,Sliding Two Fingers Up
144736,Doing other things
456,No gesture
109854,Doing other things
14667,Swiping Right
92576,Swiping Right
20501,Swiping Left
44142,Sliding Two Fingers Up
137016,Doing other things
113263,Stop Sign
29091,Sliding Two Fingers Down
61541,Doing other things
114724,Thumb Up
43843,Swiping Right
85617,Sliding Two Fingers Up
62196,Doing other things
43965,Doing other things
94847,Doing other things
131416,Stop Sign
38633,Doing other things
21850,Thumb Up
91979,Sliding Two Fingers Up
104549,Stop Sign
44846,Stop Sign
63700,Thumb Up
15673,Doing other things
123107,Sliding Two Fingers Down
121595,Doing other things
25174,Turning Hand Clockwise
75774,Swiping Right
40218,Swiping Right
20533,Swiping Right
8031,Doing other things
114810,Doing other things
40453,Doing other things
74407,Stop Sign
45777,Turning Hand Clockwise
118906,Swiping Left
2131,Doing other things
101433,No gesture
141745,Doing other things
44283,Doing other things
27381,Thumb Up
95155,No gesture
84129,Sliding Two Fingers Down
64433,Turning Hand Clockwise
147019,Stop Sign
8962,Swiping Left
33616,No gesture
74682,No gesture
135431,Doing other things
17969,No gesture
3042,Sliding Two Fingers Up
113943,Doing other things
43701,Sliding Two Fingers Up
104737,Swiping Right
118714,Sliding Two Fingers Down
147962,Stop Sign
5273,No gesture
35337,Thumb Up
126724,Swiping Left
74145,Turning Hand Clockwise
44241,Doing other things
59648,Sliding Two Fingers Down
103657,Thumb Up
16813,No gesture
63673,Doing other things
64702,Turning Hand Clockwise
76593,Swiping Right
74023,No gesture
46404,Swiping Right
132028,Stop Sign
66401,Sliding Two Fingers Down
37803,Stop Sign
52250,Swiping Left
65952,Stop Sign
63052,Swiping Left
54436,No gesture
99009,Doing other things
82507,Sliding Two Fingers Up
60756,Turning Hand Clockwise
144423,Swiping Right
65564,Sliding Two Fingers Down
120981,Thumb Up
55668,Sliding Two Fingers Up
32944,Swiping Left
53337,No gesture
108450,Turning Hand Clockwise
36148,Doing other things
108844,Swiping Left
11557,Stop Sign
62044,Doing other things
69133,Stop Sign
25622,Doing other things
100571,Doing other things
29600,Sliding Two Fingers Up
94719,Stop Sign
76174,Swiping Right
9622,Sliding Two Fingers Down
13664,Turning Hand Clockwise
73848,Turning Hand Clockwise
139278,Sliding Two Fingers Up
73700,Doing other things
38964,Sliding Two Fingers Up
126866,Stop Sign
71262,No gesture
132528,Swiping Right
54835,Swiping Left
59255,Sliding Two Fingers Up
47351,Sliding Two Fingers Up
87370,Thumb Up
100058,Thumb Up
136147,Doing other things
59940,Stop Sign
75996,Sliding Two Fingers Up
7376,Swiping Left
81224,Thumb Up
67430,Doing other things
44044,Doing other things
67444,Doing other things
24595,Sliding Two Fingers Down
85637,Stop Sign
184,Sliding Two Fingers Down
81697,Doing other things
57734,Stop Sign
62951,Doing other things
138989,Swiping Left
25530,Swiping Right
38559,No gesture
48034,Thumb Up
16139,No gesture
61431,Swiping Right
1874,Sliding Two Fingers Up
109096,Turning Hand Clockwise
34067,Doing other things
37074,Sliding Two Fingers Down
122957,Sliding Two Fingers Down
10569,No gesture
60101,Sliding Two Fingers Up
